order_id,created_at,customer_id,merchant_id,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,delivery_method,items_count,weight_kg,order_value_usd,currency,status,priority,pickup_address
o_000450,2026-02-23T19:43:11.387716+00:00,c_5066,m_12095ed3,-17.851467,31.089406,-17.885739,31.056614,motorcycle,5,1.0,50.51,USD,RAW,0,Restaurant 26
o_000451,2026-02-23T20:02:11.387716+00:00,c_6400,m_5648b3f0,-17.7955,31.081189,-17.84522,31.1178,car,2,2.8,13.5,USD,RAW,0,Restaurant 6
o_000452,2026-02-23T19:47:11.387716+00:00,c_1533,m_5648b3f0,-17.7955,31.081189,-17.722052,31.021824,car,4,1.2,32.72,USD,RAW,0,Restaurant 6
o_000453,2026-02-23T19:17:11.387716+00:00,c_3851,m_0e4ff2d0,-17.808527,31.0529,-17.798734,31.127813,motorcycle,2,1.6,9.29,USD,RAW,0,Restaurant 16
o_000454,2026-02-23T19:21:11.387716+00:00,c_7833,m_a066eaf9,-17.857506,31.013548,-17.862977,30.947831,car,1,1.5,10.33,USD,RAW,0,Restaurant 4
o_000455,2026-02-23T19:18:11.387716+00:00,c_5060,m_d0b4213e,-17.790382,31.070974,-17.818707,31.146075,motorcycle,5,6.8,15.01,USD,RAW,0,Restaurant 11
o_000456,2026-02-23T19:22:11.387716+00:00,c_9105,m_99d60443,-17.817112,31.006194,-17.783459,31.033697,motorcycle,1,5.7,9.79,USD,RAW,0,Restaurant 33
o_000457,2026-02-23T19:25:11.387716+00:00,c_2418,m_e95f06c0,-17.800911,31.076042,-17.775612,31.038927,motorcycle,4,3.1,39.77,USD,RAW,0,Restaurant 8
o_000458,2026-02-23T19:56:11.387716+00:00,c_6054,m_d0b4213e,-17.790382,31.070974,-17.820669,31.086301,motorcycle,5,7.8,36.31,USD,RAW,0,Restaurant 11
o_000459,2026-02-23T19:46:11.387716+00:00,c_4997,m_3c00bf0a,-17.826355,31.038803,-17.830367,31.016482,motorcycle,1,6.9,41.22,USD,RAW,1,Restaurant 39
o_000460,2026-02-23T19:26:11.387716+00:00,c_5238,m_644e4554,-17.864093,31.094643,-17.928981,31.053898,motorcycle,4,4.8,9.36,USD,RAW,0,Restaurant 1
o_000461,2026-02-23T19:25:11.387716+00:00,c_8511,m_bb329cae,-17.85212,31.010611,-17.915437,30.935165,motorcycle,5,4.9,33.26,USD,RAW,0,Restaurant 37
o_000462,2026-02-23T19:21:11.387716+00:00,c_1114,m_bb329cae,-17.85212,31.010611,-17.79861,31.080252,motorcycle,1,4.4,41.09,USD,RAW,0,Restaurant 37
o_000463,2026-02-23T19:17:11.387716+00:00,c_9542,m_7c2f97a2,-17.807915,31.055598,-17.882155,31.120173,motorcycle,1,5.1,33.13,USD,RAW,0,Restaurant 20
o_000464,2026-02-23T19:38:11.387716+00:00,c_5015,m_bea61bd0,-17.827623,31.092372,-17.756319,31.020174,motorcycle,2,0.5,42.91,USD,RAW,0,Restaurant 40
o_000465,2026-02-23T19:38:11.387716+00:00,c_7548,m_6064c7e6,-17.818828,31.08103,-17.872361,31.035172,motorcycle,1,1.7,36.93,USD,RAW,1,Restaurant 29
o_000466,2026-02-23T19:42:11.387716+00:00,c_8848,m_12095ed3,-17.851467,31.089406,-17.895543,31.073482,motorcycle,5,0.8,24.56,USD,RAW,0,Restaurant 26
o_000467,2026-02-23T19:31:11.387716+00:00,c_8470,m_e95f06c0,-17.800911,31.076042,-17.794163,31.11344,motorcycle,1,4.5,28.75,USD,RAW,0,Restaurant 8
o_000468,2026-02-23T19:53:11.387716+00:00,c_1772,m_644e4554,-17.864093,31.094643,-17.863003,31.072609,motorcycle,4,4.9,42.78,USD,RAW,1,Restaurant 1
o_000469,2026-02-23T19:55:11.387716+00:00,c_7931,m_644e4554,-17.864093,31.094643,-17.889056,31.104804,motorcycle,2,3.1,16.24,USD,RAW,0,Restaurant 1
o_000470,2026-02-23T19:45:11.387716+00:00,c_7330,m_e092a60c,-17.845278,31.013093,-17.885286,30.980155,motorcycle,4,7.3,54.82,USD,RAW,0,Restaurant 14
o_000471,2026-02-23T20:04:11.387716+00:00,c_9979,m_f8670ce7,-17.779151,31.014264,-17.773465,31.082964,motorcycle,5,3.4,41.17,USD,RAW,0,Restaurant 2
o_000472,2026-02-23T20:04:11.387716+00:00,c_1176,m_dd53adad,-17.78651,31.048688,-17.794414,31.084826,motorcycle,1,5.6,22.31,USD,RAW,0,Restaurant 3
o_000473,2026-02-23T19:57:11.387716+00:00,c_8623,m_c8470af9,-17.814399,31.069554,-17.77436,31.146117,car,2,1.8,10.74,USD,RAW,0,Restaurant 12
o_000474,2026-02-23T19:52:11.387716+00:00,c_5902,m_bea61bd0,-17.827623,31.092372,-17.750138,31.154692,motorcycle,3,4.5,47.42,USD,RAW,0,Restaurant 40
o_000475,2026-02-23T19:25:11.387716+00:00,c_8212,m_85c859e7,-17.818204,31.053733,-17.850163,31.078731,motorcycle,2,6.2,58.64,USD,RAW,0,Restaurant 32
o_000476,2026-02-23T19:55:11.387716+00:00,c_4760,m_ca098a15,-17.852305,31.07133,-17.899866,31.032492,motorcycle,5,7.0,35.5,USD,RAW,0,Restaurant 25
o_000477,2026-02-23T19:45:11.387716+00:00,c_1104,m_03b2bb12,-17.784561,31.051658,-17.715127,31.031168,motorcycle,3,5.2,29.64,USD,RAW,0,Restaurant 5
o_000478,2026-02-23T19:21:11.387716+00:00,c_8390,m_bb329cae,-17.85212,31.010611,-17.872271,31.05271,motorcycle,4,1.2,50.29,USD,RAW,0,Restaurant 37
o_000479,2026-02-23T20:09:11.387716+00:00,c_4368,m_3c00bf0a,-17.826355,31.038803,-17.897633,31.099895,car,3,7.3,40.63,USD,RAW,0,Restaurant 39
o_000480,2026-02-23T19:19:11.387716+00:00,c_7176,m_99d60443,-17.817112,31.006194,-17.800059,31.05341,car,2,4.5,39.5,USD,RAW,0,Restaurant 33
o_000481,2026-02-23T19:27:11.387716+00:00,c_3261,m_f8670ce7,-17.779151,31.014264,-17.737776,30.961031,motorcycle,4,4.4,7.91,USD,RAW,1,Restaurant 2
o_000482,2026-02-23T19:17:11.387716+00:00,c_9414,m_d0b4213e,-17.790382,31.070974,-17.828274,31.088198,motorcycle,1,2.6,10.75,USD,RAW,0,Restaurant 11
o_000483,2026-02-23T19:50:11.387716+00:00,c_8609,m_e092a60c,-17.845278,31.013093,-17.905239,30.962676,car,4,2.3,21.8,USD,RAW,0,Restaurant 14
o_000484,2026-02-23T19:50:11.387716+00:00,c_3005,m_d0b4213e,-17.790382,31.070974,-17.862303,31.025308,car,1,7.2,11.88,USD,RAW,0,Restaurant 11
o_000485,2026-02-23T19:14:11.387716+00:00,c_3494,m_d6228cc2,-17.808736,31.022907,-17.805573,31.036862,car,5,6.9,27.23,USD,RAW,0,Restaurant 7
o_000486,2026-02-23T19:47:11.387716+00:00,c_8292,m_0e4ff2d0,-17.808527,31.0529,-17.762287,31.043739,motorcycle,4,2.4,19.71,USD,RAW,0,Restaurant 16
o_000487,2026-02-23T19:54:11.387716+00:00,c_9946,m_e490e5b1,-17.777103,31.030462,-17.835129,31.092241,car,2,2.3,54.97,USD,RAW,0,Restaurant 36
o_000488,2026-02-23T19:46:11.387716+00:00,c_4175,m_a066eaf9,-17.857506,31.013548,-17.861687,30.994874,motorcycle,3,2.7,18.85,USD,RAW,0,Restaurant 4
o_000489,2026-02-23T19:26:11.387716+00:00,c_5676,m_d6228cc2,-17.808736,31.022907,-17.823706,31.026229,motorcycle,3,7.7,58.75,USD,RAW,0,Restaurant 7
o_000490,2026-02-23T19:43:11.387716+00:00,c_3323,m_51398e90,-17.860748,31.072302,-17.881159,31.127438,motorcycle,5,7.1,47.15,USD,RAW,0,Restaurant 23
o_000491,2026-02-23T19:34:11.387716+00:00,c_9750,m_c0239d76,-17.798628,31.061797,-17.870574,30.992634,car,5,1.5,45.95,USD,RAW,0,Restaurant 13
o_000492,2026-02-23T19:18:11.387716+00:00,c_1950,m_ca098a15,-17.852305,31.07133,-17.795967,31.050027,motorcycle,2,1.6,27.61,USD,RAW,0,Restaurant 25
o_000493,2026-02-23T20:00:11.387716+00:00,c_4129,m_e95f06c0,-17.800911,31.076042,-17.804887,31.150768,car,2,3.9,13.65,USD,RAW,0,Restaurant 8
o_000494,2026-02-23T19:27:11.387716+00:00,c_3465,m_51398e90,-17.860748,31.072302,-17.792211,31.01623,motorcycle,4,2.3,30.32,USD,RAW,0,Restaurant 23
o_000495,2026-02-23T20:03:11.387716+00:00,c_6644,m_7c2f97a2,-17.807915,31.055598,-17.750008,31.048051,motorcycle,5,2.6,6.56,USD,RAW,0,Restaurant 20
o_000496,2026-02-23T20:01:11.387716+00:00,c_7546,m_cc3e74e9,-17.82413,31.022554,-17.828633,31.023487,motorcycle,1,4.4,57.29,USD,RAW,1,Restaurant 30
o_000497,2026-02-23T20:05:11.387716+00:00,c_4173,m_0fa65dfb,-17.814282,31.041538,-17.858955,31.107378,motorcycle,3,1.2,10.44,USD,RAW,0,Restaurant 22
o_000498,2026-02-23T19:43:11.387716+00:00,c_7041,m_e0f744d1,-17.816355,31.041408,-17.757436,31.018709,motorcycle,1,1.8,35.03,USD,RAW,0,Restaurant 38
o_000499,2026-02-23T19:39:11.387716+00:00,c_8388,m_a066eaf9,-17.857506,31.013548,-17.861972,30.966025,car,3,6.9,28.28,USD,RAW,0,Restaurant 4
o_000500,2026-02-23T19:23:11.387716+00:00,c_5407,m_c0239d76,-17.798628,31.061797,-17.784888,31.01574,car,1,7.3,20.7,USD,RAW,0,Restaurant 13
o_000501,2026-02-23T19:44:11.387716+00:00,c_4538,m_03b2bb12,-17.784561,31.051658,-17.801343,31.114464,motorcycle,4,1.3,12.9,USD,RAW,0,Restaurant 5
o_000502,2026-02-23T19:28:11.387716+00:00,c_3652,m_d0b4213e,-17.790382,31.070974,-17.817052,31.066154,motorcycle,4,5.9,49.8,USD,RAW,0,Restaurant 11
o_000503,2026-02-23T19:42:11.387716+00:00,c_3645,m_5648b3f0,-17.7955,31.081189,-17.76014,31.084052,motorcycle,3,7.6,46.05,USD,RAW,0,Restaurant 6
o_000504,2026-02-23T20:03:11.387716+00:00,c_5996,m_b7748eb6,-17.78783,31.065698,-17.800515,31.120738,motorcycle,5,5.2,57.43,USD,RAW,0,Restaurant 34
o_000505,2026-02-23T19:12:11.387716+00:00,c_8627,m_6064c7e6,-17.818828,31.08103,-17.868072,31.135578,motorcycle,4,2.9,19.21,USD,RAW,0,Restaurant 29
o_000506,2026-02-23T19:51:11.387716+00:00,c_5437,m_1c6a02ff,-17.823933,31.081858,-17.779507,31.07881,motorcycle,3,6.0,59.84,USD,RAW,0,Restaurant 18
o_000507,2026-02-23T19:57:11.387716+00:00,c_5445,m_dd53adad,-17.78651,31.048688,-17.795596,31.104757,motorcycle,1,1.6,29.12,USD,RAW,0,Restaurant 3
o_000508,2026-02-23T19:22:11.387716+00:00,c_2700,m_03b2bb12,-17.784561,31.051658,-17.728236,31.079232,motorcycle,5,7.7,44.81,USD,RAW,0,Restaurant 5
o_000509,2026-02-23T19:40:11.387716+00:00,c_6824,m_5648b3f0,-17.7955,31.081189,-17.773359,31.159919,car,1,7.5,5.75,USD,RAW,0,Restaurant 6
o_000510,2026-02-23T20:06:11.387716+00:00,c_7909,m_c8470af9,-17.814399,31.069554,-17.745421,31.072456,motorcycle,1,3.4,21.26,USD,RAW,0,Restaurant 12
o_000511,2026-02-23T19:50:11.387716+00:00,c_8999,m_bea61bd0,-17.827623,31.092372,-17.815256,31.071797,motorcycle,5,5.8,5.15,USD,RAW,1,Restaurant 40
o_000512,2026-02-23T19:26:11.387716+00:00,c_8916,m_e0f744d1,-17.816355,31.041408,-17.837235,31.028857,motorcycle,1,7.8,31.22,USD,RAW,0,Restaurant 38
o_000513,2026-02-23T20:08:11.387716+00:00,c_5015,m_c0239d76,-17.798628,31.061797,-17.811423,31.122854,motorcycle,5,5.0,59.55,USD,RAW,0,Restaurant 13
o_000514,2026-02-23T20:02:11.387716+00:00,c_6976,m_99d60443,-17.817112,31.006194,-17.866758,30.994322,motorcycle,3,7.5,8.09,USD,RAW,0,Restaurant 33
o_000515,2026-02-23T20:09:11.387716+00:00,c_9290,m_ca098a15,-17.852305,31.07133,-17.885193,31.016626,motorcycle,4,4.7,7.5,USD,RAW,0,Restaurant 25
o_000516,2026-02-23T19:23:11.387716+00:00,c_8851,m_5f81581f,-17.775717,31.100696,-17.78681,31.097958,motorcycle,2,2.6,6.25,USD,RAW,0,Restaurant 10
o_000517,2026-02-23T19:17:11.387716+00:00,c_8737,m_6064c7e6,-17.818828,31.08103,-17.867776,31.111977,motorcycle,5,0.9,27.86,USD,RAW,0,Restaurant 29
o_000518,2026-02-23T19:25:11.387716+00:00,c_7387,m_99d60443,-17.817112,31.006194,-17.82205,31.068118,motorcycle,5,3.9,49.49,USD,RAW,0,Restaurant 33
o_000519,2026-02-23T20:01:11.387716+00:00,c_8839,m_838fa36b,-17.803645,31.030746,-17.846175,31.096003,car,1,6.4,50.79,USD,RAW,0,Restaurant 9
o_000520,2026-02-23T19:47:11.387716+00:00,c_7947,m_3c00bf0a,-17.826355,31.038803,-17.835878,31.074143,motorcycle,2,1.8,47.32,USD,RAW,0,Restaurant 39
o_000521,2026-02-23T20:10:11.387716+00:00,c_2236,m_0e4ff2d0,-17.808527,31.0529,-17.742659,30.980705,motorcycle,5,7.4,31.07,USD,RAW,0,Restaurant 16
o_000522,2026-02-23T19:13:11.387716+00:00,c_5760,m_d6228cc2,-17.808736,31.022907,-17.834477,31.068486,car,1,6.6,58.3,USD,RAW,0,Restaurant 7
o_000523,2026-02-23T19:55:11.387716+00:00,c_3282,m_1c6a02ff,-17.823933,31.081858,-17.781416,31.139022,car,5,7.4,34.46,USD,RAW,0,Restaurant 18
o_000524,2026-02-23T19:40:11.387716+00:00,c_2473,m_0e4ff2d0,-17.808527,31.0529,-17.781413,31.01264,motorcycle,3,5.2,51.28,USD,RAW,0,Restaurant 16
o_000525,2026-02-23T19:18:11.387716+00:00,c_3088,m_bea61bd0,-17.827623,31.092372,-17.774134,31.132014,motorcycle,5,3.4,41.05,USD,RAW,0,Restaurant 40
o_000526,2026-02-23T19:46:11.387716+00:00,c_3591,m_644e4554,-17.864093,31.094643,-17.916374,31.051305,motorcycle,3,6.8,16.54,USD,RAW,0,Restaurant 1
o_000527,2026-02-23T19:49:11.387716+00:00,c_5723,m_51398e90,-17.860748,31.072302,-17.820611,31.086044,motorcycle,1,3.3,31.57,USD,RAW,0,Restaurant 23
o_000528,2026-02-23T19:14:11.387716+00:00,c_8537,m_04991748,-17.864421,31.068484,-17.892346,31.106317,motorcycle,3,1.9,34.05,USD,RAW,0,Restaurant 31
o_000529,2026-02-23T19:12:11.387716+00:00,c_5609,m_101c13a8,-17.798679,31.015788,-17.758369,31.082358,motorcycle,2,4.0,23.35,USD,RAW,0,Restaurant 28
o_000530,2026-02-23T19:16:11.387716+00:00,c_5157,m_744ccee0,-17.812574,31.085557,-17.838554,31.020317,motorcycle,5,7.9,45.48,USD,RAW,1,Restaurant 17
o_000531,2026-02-23T19:39:11.387716+00:00,c_6317,m_644e4554,-17.864093,31.094643,-17.818732,31.053905,car,4,1.0,14.8,USD,RAW,0,Restaurant 1
o_000532,2026-02-23T19:21:11.387716+00:00,c_9285,m_a066eaf9,-17.857506,31.013548,-17.805427,31.059132,motorcycle,3,3.3,23.45,USD,RAW,0,Restaurant 4
o_000533,2026-02-23T19:19:11.387716+00:00,c_8267,m_04991748,-17.864421,31.068484,-17.880589,31.05925,motorcycle,3,6.9,29.85,USD,RAW,0,Restaurant 31
o_000534,2026-02-23T19:19:11.387716+00:00,c_7458,m_0e4ff2d0,-17.808527,31.0529,-17.822755,30.988451,car,2,6.5,17.46,USD,RAW,0,Restaurant 16
o_000535,2026-02-23T19:18:11.387716+00:00,c_5868,m_29de0f24,-17.84429,31.023472,-17.864473,30.97143,motorcycle,2,5.3,25.76,USD,RAW,0,Restaurant 21
o_000536,2026-02-23T19:34:11.387716+00:00,c_8982,m_0e4ff2d0,-17.808527,31.0529,-17.85616,31.106218,motorcycle,4,2.0,49.83,USD,RAW,0,Restaurant 16
o_000537,2026-02-23T19:46:11.387716+00:00,c_7725,m_b7748eb6,-17.78783,31.065698,-17.786369,31.030496,motorcycle,4,6.7,32.85,USD,RAW,0,Restaurant 34
o_000538,2026-02-23T20:03:11.387716+00:00,c_3369,m_e092a60c,-17.845278,31.013093,-17.807773,31.043482,motorcycle,4,2.5,27.42,USD,RAW,0,Restaurant 14
o_000539,2026-02-23T19:32:11.387716+00:00,c_7575,m_00afd979,-17.857909,31.045234,-17.869695,30.994843,car,2,7.3,9.37,USD,RAW,0,Restaurant 19
o_000540,2026-02-23T20:10:11.387716+00:00,c_7842,m_04991748,-17.864421,31.068484,-17.866603,30.993738,motorcycle,3,2.9,38.18,USD,RAW,0,Restaurant 31
o_000541,2026-02-23T19:58:11.387716+00:00,c_2297,m_744ccee0,-17.812574,31.085557,-17.839207,31.155794,motorcycle,3,2.8,40.89,USD,RAW,0,Restaurant 17
o_000542,2026-02-23T20:08:11.387716+00:00,c_3533,m_ca098a15,-17.852305,31.07133,-17.871323,31.035371,motorcycle,2,2.7,48.02,USD,RAW,0,Restaurant 25
o_000543,2026-02-23T19:54:11.387716+00:00,c_9506,m_32289060,-17.836016,31.042825,-17.772212,31.107411,motorcycle,4,2.8,13.66,USD,RAW,0,Restaurant 24
o_000544,2026-02-23T19:35:11.387716+00:00,c_5748,m_39c08352,-17.866952,31.004324,-17.938133,31.046221,motorcycle,2,2.5,42.05,USD,RAW,0,Restaurant 35
o_000545,2026-02-23T19:30:11.387716+00:00,c_5952,m_5f3a65c1,-17.858136,31.060189,-17.893339,31.019757,motorcycle,2,1.6,41.28,USD,RAW,0,Restaurant 27
o_000546,2026-02-23T19:20:11.387716+00:00,c_1622,m_5f81581f,-17.775717,31.100696,-17.803823,31.068897,motorcycle,4,7.2,7.65,USD,RAW,0,Restaurant 10
o_000547,2026-02-23T20:08:11.387716+00:00,c_4062,m_29de0f24,-17.84429,31.023472,-17.810761,31.10247,motorcycle,3,3.8,24.6,USD,RAW,0,Restaurant 21
o_000548,2026-02-23T19:57:11.387716+00:00,c_3349,m_5648b3f0,-17.7955,31.081189,-17.751863,31.131043,motorcycle,2,7.0,33.24,USD,RAW,0,Restaurant 6
o_000549,2026-02-23T19:40:11.387716+00:00,c_2333,m_7c2f97a2,-17.807915,31.055598,-17.886376,31.05614,motorcycle,2,2.4,46.52,USD,RAW,0,Restaurant 20
o_000550,2026-02-23T19:31:11.387716+00:00,c_3059,m_f8670ce7,-17.779151,31.014264,-17.77019,30.965509,motorcycle,4,7.8,38.33,USD,RAW,1,Restaurant 2
o_000551,2026-02-23T19:39:11.387716+00:00,c_6594,m_12095ed3,-17.851467,31.089406,-17.823264,31.030201,motorcycle,3,2.4,46.37,USD,RAW,1,Restaurant 26
o_000552,2026-02-23T19:49:11.387716+00:00,c_4035,m_e0f744d1,-17.816355,31.041408,-17.86085,30.985741,motorcycle,3,3.9,54.2,USD,RAW,0,Restaurant 38
o_000553,2026-02-23T19:49:11.387716+00:00,c_7642,m_c0239d76,-17.798628,31.061797,-17.746912,31.121534,motorcycle,5,6.4,44.98,USD,RAW,0,Restaurant 13
o_000554,2026-02-23T19:36:11.387716+00:00,c_4932,m_d6bd3430,-17.805394,31.047474,-17.751176,31.11089,car,3,5.2,35.68,USD,RAW,0,Restaurant 15
o_000555,2026-02-23T19:30:11.387716+00:00,c_1213,m_bea61bd0,-17.827623,31.092372,-17.886298,31.12108,motorcycle,4,3.9,24.12,USD,RAW,0,Restaurant 40
o_000556,2026-02-23T19:28:11.387716+00:00,c_2825,m_e490e5b1,-17.777103,31.030462,-17.759896,31.044973,motorcycle,1,3.7,10.9,USD,RAW,0,Restaurant 36
o_000557,2026-02-23T19:51:11.387716+00:00,c_6959,m_32289060,-17.836016,31.042825,-17.878477,31.080643,motorcycle,3,7.0,6.64,USD,RAW,0,Restaurant 24
o_000558,2026-02-23T19:42:11.387716+00:00,c_9115,m_1c6a02ff,-17.823933,31.081858,-17.87084,31.053467,motorcycle,4,6.7,41.95,USD,RAW,0,Restaurant 18
o_000559,2026-02-23T19:29:11.387716+00:00,c_2039,m_ca098a15,-17.852305,31.07133,-17.792733,31.081907,motorcycle,5,2.5,49.66,USD,RAW,0,Restaurant 25
o_000560,2026-02-23T19:52:11.387716+00:00,c_9903,m_03b2bb12,-17.784561,31.051658,-17.752538,31.052752,motorcycle,3,1.6,36.14,USD,RAW,0,Restaurant 5
o_000561,2026-02-23T20:07:11.387716+00:00,c_1167,m_d6bd3430,-17.805394,31.047474,-17.853741,31.054402,motorcycle,1,6.0,14.14,USD,RAW,0,Restaurant 15
o_000562,2026-02-23T19:26:11.387716+00:00,c_2114,m_12095ed3,-17.851467,31.089406,-17.890623,31.015705,motorcycle,4,5.7,56.13,USD,RAW,0,Restaurant 26
o_000563,2026-02-23T19:47:11.387716+00:00,c_4106,m_0e4ff2d0,-17.808527,31.0529,-17.776029,31.095036,motorcycle,5,7.0,27.46,USD,RAW,0,Restaurant 16
o_000564,2026-02-23T20:01:11.387716+00:00,c_1424,m_d6bd3430,-17.805394,31.047474,-17.885231,31.005989,motorcycle,1,3.3,7.03,USD,RAW,1,Restaurant 15
o_000565,2026-02-23T19:41:11.387716+00:00,c_8136,m_99d60443,-17.817112,31.006194,-17.870541,31.033547,car,5,1.9,44.0,USD,RAW,0,Restaurant 33
o_000566,2026-02-23T20:11:11.387716+00:00,c_3198,m_d0b4213e,-17.790382,31.070974,-17.78007,31.0124,motorcycle,4,3.8,13.05,USD,RAW,0,Restaurant 11
o_000567,2026-02-23T19:40:11.387716+00:00,c_5280,m_39c08352,-17.866952,31.004324,-17.894992,30.936861,motorcycle,2,7.1,21.56,USD,RAW,0,Restaurant 35
o_000568,2026-02-23T20:08:11.387716+00:00,c_4921,m_c0239d76,-17.798628,31.061797,-17.744906,31.075808,motorcycle,3,3.1,5.3,USD,RAW,0,Restaurant 13
o_000569,2026-02-23T20:01:11.387716+00:00,c_6972,m_b7748eb6,-17.78783,31.065698,-17.792376,31.027952,car,1,7.9,10.78,USD,RAW,0,Restaurant 34
o_000570,2026-02-23T19:21:11.387716+00:00,c_6422,m_d6228cc2,-17.808736,31.022907,-17.751157,31.068388,motorcycle,3,2.0,22.15,USD,RAW,0,Restaurant 7
o_000571,2026-02-23T19:21:11.387716+00:00,c_4741,m_85c859e7,-17.818204,31.053733,-17.886882,31.048709,motorcycle,1,6.0,52.14,USD,RAW,0,Restaurant 32
o_000572,2026-02-23T19:43:11.387716+00:00,c_8147,m_e092a60c,-17.845278,31.013093,-17.809057,30.999521,motorcycle,4,6.8,46.12,USD,RAW,0,Restaurant 14
o_000573,2026-02-23T19:29:11.387716+00:00,c_7729,m_39c08352,-17.866952,31.004324,-17.795794,31.073679,motorcycle,3,1.6,31.99,USD,RAW,1,Restaurant 35
o_000574,2026-02-23T19:36:11.387716+00:00,c_2030,m_dd53adad,-17.78651,31.048688,-17.710257,31.001219,motorcycle,5,1.4,51.22,USD,RAW,0,Restaurant 3
o_000575,2026-02-23T19:44:11.387716+00:00,c_7337,m_a066eaf9,-17.857506,31.013548,-17.806168,30.976945,car,4,4.3,50.44,USD,RAW,0,Restaurant 4
o_000576,2026-02-23T20:11:11.387716+00:00,c_3482,m_32289060,-17.836016,31.042825,-17.865565,31.083072,motorcycle,2,2.5,25.48,USD,RAW,1,Restaurant 24
o_000577,2026-02-23T19:42:11.387716+00:00,c_3163,m_39c08352,-17.866952,31.004324,-17.806199,31.00217,motorcycle,1,1.9,40.02,USD,RAW,0,Restaurant 35
o_000578,2026-02-23T19:24:11.387716+00:00,c_2096,m_0e4ff2d0,-17.808527,31.0529,-17.749635,31.09563,motorcycle,2,4.8,47.16,USD,RAW,0,Restaurant 16
o_000579,2026-02-23T19:56:11.387716+00:00,c_3013,m_d6228cc2,-17.808736,31.022907,-17.730654,30.999389,car,5,2.7,20.25,USD,RAW,0,Restaurant 7
o_000580,2026-02-23T19:20:11.387716+00:00,c_9601,m_7c2f97a2,-17.807915,31.055598,-17.843204,30.9843,car,5,7.9,39.66,USD,RAW,0,Restaurant 20
o_000581,2026-02-23T19:26:11.387716+00:00,c_7891,m_0e4ff2d0,-17.808527,31.0529,-17.770695,31.101453,motorcycle,3,4.6,36.72,USD,RAW,0,Restaurant 16
o_000582,2026-02-23T20:10:11.387716+00:00,c_3859,m_644e4554,-17.864093,31.094643,-17.897924,31.11105,car,4,3.9,48.26,USD,RAW,0,Restaurant 1
o_000583,2026-02-23T19:27:11.387716+00:00,c_8863,m_e95f06c0,-17.800911,31.076042,-17.816971,31.018284,motorcycle,1,6.0,21.94,USD,RAW,0,Restaurant 8
o_000584,2026-02-23T19:53:11.387716+00:00,c_8424,m_7c2f97a2,-17.807915,31.055598,-17.753701,31.113028,motorcycle,3,7.7,39.81,USD,RAW,1,Restaurant 20
o_000585,2026-02-23T19:20:11.387716+00:00,c_3857,m_03b2bb12,-17.784561,31.051658,-17.826144,31.098553,motorcycle,2,2.7,58.58,USD,RAW,0,Restaurant 5
o_000586,2026-02-23T19:32:11.387716+00:00,c_7566,m_e95f06c0,-17.800911,31.076042,-17.731819,31.149561,motorcycle,3,5.7,21.3,USD,RAW,0,Restaurant 8
o_000587,2026-02-23T19:26:11.387716+00:00,c_8506,m_03b2bb12,-17.784561,31.051658,-17.750764,30.986918,motorcycle,5,5.6,23.91,USD,RAW,0,Restaurant 5
o_000588,2026-02-23T19:44:11.387716+00:00,c_2778,m_bea61bd0,-17.827623,31.092372,-17.887275,31.168035,motorcycle,3,6.1,20.78,USD,RAW,0,Restaurant 40
o_000589,2026-02-23T19:36:11.387716+00:00,c_1707,m_101c13a8,-17.798679,31.015788,-17.803265,31.035194,motorcycle,2,3.1,45.38,USD,RAW,0,Restaurant 28
o_000590,2026-02-23T19:45:11.387716+00:00,c_7945,m_0e4ff2d0,-17.808527,31.0529,-17.761337,31.03181,motorcycle,2,1.1,15.28,USD,RAW,0,Restaurant 16
o_000591,2026-02-23T20:00:11.387716+00:00,c_1088,m_39c08352,-17.866952,31.004324,-17.87668,31.027313,car,1,2.4,39.45,USD,RAW,0,Restaurant 35
o_000592,2026-02-23T19:57:11.387716+00:00,c_9816,m_51398e90,-17.860748,31.072302,-17.874285,31.040969,motorcycle,2,4.7,26.29,USD,RAW,0,Restaurant 23
o_000593,2026-02-23T20:00:11.387716+00:00,c_5091,m_5648b3f0,-17.7955,31.081189,-17.85095,31.058525,motorcycle,5,3.2,21.2,USD,RAW,0,Restaurant 6
o_000594,2026-02-23T19:33:11.387716+00:00,c_5408,m_04991748,-17.864421,31.068484,-17.899137,30.998891,motorcycle,2,4.6,9.58,USD,RAW,0,Restaurant 31
o_000595,2026-02-23T19:48:11.387716+00:00,c_4050,m_5f3a65c1,-17.858136,31.060189,-17.798837,31.002262,motorcycle,2,6.0,12.23,USD,RAW,0,Restaurant 27
o_000596,2026-02-23T19:16:11.387716+00:00,c_2497,m_bb329cae,-17.85212,31.010611,-17.907712,31.043592,motorcycle,3,4.6,45.92,USD,RAW,0,Restaurant 37
o_000597,2026-02-23T19:23:11.387716+00:00,c_8769,m_e490e5b1,-17.777103,31.030462,-17.761399,31.002117,motorcycle,3,5.7,31.77,USD,RAW,0,Restaurant 36
o_000598,2026-02-23T20:09:11.387716+00:00,c_2246,m_00afd979,-17.857909,31.045234,-17.806871,31.102332,car,3,2.7,12.66,USD,RAW,0,Restaurant 19
o_000599,2026-02-23T20:04:11.387716+00:00,c_7393,m_b7748eb6,-17.78783,31.065698,-17.755248,31.048927,motorcycle,3,3.9,25.34,USD,RAW,0,Restaurant 34
